PUMA,NAME,variable,estimate,moe,summary_est,summary_moe,relfreq
4701700,"Blount County PUMA, Tennessee",Construction,4061,570,60847,933,0.0667411704767696
4701700,"Blount County PUMA, Tennessee",Manufacturing,8580,713,60847,933,0.14100941706246817
4701700,"Blount County PUMA, Tennessee",Wholesale trade,1390,312,60847,933,0.022844182950679574
4701700,"Blount County PUMA, Tennessee",Retail trade,7234,501,60847,933,0.11888835932749355
4701700,"Blount County PUMA, Tennessee","Transportation and warehousing, and utilities",2942,380,60847,933,0.04835078146827288
4701700,"Blount County PUMA, Tennessee",Information,1024,228,60847,933,0.01682909592913373
4701700,"Blount County PUMA, Tennessee","Finance and insurance, and real estate, and rental and leasing",3999,496,60847,933,0.06572222130918533
4701700,"Blount County PUMA, Tennessee","Professional, scientific, and management, and administrative, and waste management services",5922,522,60847,933,0.09732608016829096
4701700,"Blount County PUMA, Tennessee","Educational services, and health care and social assistance",13972,791,60847,933,0.22962512531431295
4701700,"Blount County PUMA, Tennessee","Arts, entertainment, and recreation, and accommodation and food services",6443,595,60847,933,0.10588854010879747
4701700,"Blount County PUMA, Tennessee","Other services, except public administration",2643,358,60847,933,0.043436816934277776
4701700,"Blount County PUMA, Tennessee",Public administration,2139,401,60847,933,0.035153746281657273
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Agriculture, forestry, fishing and hunting, and mining",920,238,61321,1304,0.01500301691100928
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Construction,4871,625,61321,1304,0.07943445149296326
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Manufacturing,11040,842,61321,1304,0.18003620293211134
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Wholesale trade,1158,263,61321,1304,0.01888423215537907
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Retail trade,7595,715,61321,1304,0.12385642765121248
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Transportation and warehousing, and utilities",4000,544,61321,1304,0.065230508308736
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Information,623,197,61321,1304,0.010159651669085631
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Finance and insurance, and real estate, and rental and leasing",2511,401,61321,1304,0.040948451590809024
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Professional, scientific, and management, and administrative, and waste management services",7131,731,61321,1304,0.1162896886873991
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Educational services, and health care and social assistance",11927,735,61321,1304,0.19450106814957355
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Arts, entertainment, and recreation, and accommodation and food services",4584,626,61321,1304,0.07475416252181145
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee","Other services, except public administration",2517,379,61321,1304,0.04104629735327212
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",Public administration,2444,411,61321,1304,0.03985584057663769
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Agriculture, forestry, fishing and hunting, and mining",984,217,77682,1339,0.012667027110527536
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Construction,5312,520,77682,1339,0.06838134960479905
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Manufacturing,17287,865,77682,1339,0.22253546510131048
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Wholesale trade,1221,287,77682,1339,0.015717926932880204
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Retail trade,9025,653,77682,1339,0.11617878015499086
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Transportation and warehousing, and utilities",4874,558,77682,1339,0.06274297778121057
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Information,831,211,77682,1339,0.010697458870780876
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Finance and insurance, and real estate, and rental and leasing",3550,519,77682,1339,0.04569913236013491
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Professional, scientific, and management, and administrative, and waste management services",5239,548,77682,1339,0.06744162096753431
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Educational services, and health care and social assistance",15976,719,77682,1339,0.20565896861563812
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Arts, entertainment, and recreation, and accommodation and food services",7377,668,77682,1339,0.09496408434386344
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee","Other services, except public administration",4192,507,77682,1339,0.05396359517005227
4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",Public administration,1814,303,77682,1339,0.023351612986277387
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Agriculture, forestry, fishing and hunting, and mining",149,76,55719,1581,0.0026741327015919166
4702001,"Chattanooga City (South & Central) PUMA, Tennessee",Construction,2812,392,55719,1581,0.0504675245427951
4702001,"Chattanooga City (South & Central) PUMA, Tennessee",Manufacturing,7300,834,55719,1581,0.13101455517866437
4702001,"Chattanooga City (South & Central) PUMA, Tennessee",Wholesale trade,1062,247,55719,1581,0.019059925698594736
4702001,"Chattanooga City (South & Central) PUMA, Tennessee",Retail trade,6519,548,55719,1581,0.11699779249448124
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Transportation and warehousing, and utilities",3569,435,55719,1581,0.0640535544428292
4702001,"Chattanooga City (South & Central) PUMA, Tennessee",Information,955,234,55719,1581,0.017139575369263627
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Finance and insurance, and real estate, and rental and leasing",4019,501,55719,1581,0.07212979414562358
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Professional, scientific, and management, and administrative, and waste management services",5546,535,55719,1581,0.09953516753710584
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Educational services, and health care and social assistance",11743,692,55719,1581,0.2107539618442542
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Arts, entertainment, and recreation, and accommodation and food services",7209,787,55719,1581,0.12938136003876596
4702001,"Chattanooga City (South & Central) PUMA, Tennessee","Other services, except public administration",3252,536,55719,1581,0.05836429225219405
4702001,"Chattanooga City (South & Central) PUMA, Tennessee",Public administration,1584,287,55719,1581,0.028428363753836214
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Agriculture, forestry, fishing and hunting, and mining",161,119,57503,1449,0.002799853920665009
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Construction,2946,444,57503,1449,0.051232109629062834
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Manufacturing,6943,687,57503,1449,0.12074152652905065
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Wholesale trade,1268,249,57503,1449,0.02205102342486479
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Retail trade,6359,762,57503,1449,0.11058553466775646
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Transportation and warehousing, and utilities",3937,570,57503,1449,0.06846599307862199
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Information,869,238,57503,1449,0.015112255012781942
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Finance and insurance, and real estate, and rental and leasing",5328,547,57503,1449,0.09265603533728675
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Professional, scientific, and management, and administrative, and waste management services",6097,522,57503,1449,0.10602925064779228
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Educational services, and health care and social assistance",12780,952,57503,1449,0.2222492739509243
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Arts, entertainment, and recreation, and accommodation and food services",6384,701,57503,1449,0.11102029459332556
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee","Other services, except public administration",2885,392,57503,1449,0.05017129541067423
4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",Public administration,1546,290,57503,1449,0.02688555379719319
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Agriculture, forestry, fishing and hunting, and mining",150,77,60435,1275,0.002482005460412013
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Construction,3689,443,60435,1275,0.061040787623066105
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Manufacturing,8048,654,60435,1275,0.1331678663026392
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Wholesale trade,1668,327,60435,1275,0.027599900719781585
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Retail trade,6481,506,60435,1275,0.10723918259286837
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Transportation and warehousing, and utilities",4578,496,60435,1275,0.07575080665177464
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Information,460,132,60435,1275,0.007611483411930173
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Finance and insurance, and real estate, and rental and leasing",6229,560,60435,1275,0.10306941341937619
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Professional, scientific, and management, and administrative, and waste management services",5908,625,60435,1275,0.09775792173409448
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Educational services, and health care and social assistance",14379,947,60435,1275,0.23792504343509555
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Arts, entertainment, and recreation, and accommodation and food services",3951,452,60435,1275,0.06537602382725242
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee","Other services, except public administration",3003,353,60435,1275,0.049689749317448496
4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",Public administration,1891,313,60435,1275,0.03128981550426078
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Agriculture, forestry, fishing and hunting, and mining",1528,349,46585,1067,0.03280025759364602
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",Construction,4392,385,46585,1067,0.0942792744445637
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",Manufacturing,9199,617,46585,1067,0.19746699581410326
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",Wholesale trade,565,135,46585,1067,0.012128367500268326
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",Retail trade,5005,561,46585,1067,0.10743801652892562
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Transportation and warehousing, and utilities",3386,461,46585,1067,0.0726843404529355
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",Information,425,144,46585,1067,0.009123108296662016
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Finance and insurance, and real estate, and rental and leasing",2189,354,46585,1067,0.046989374262101535
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Professional, scientific, and management, and administrative, and waste management services",2873,411,46585,1067,0.061672212085435225
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Educational services, and health care and social assistance",9335,552,46585,1067,0.20038639046903509
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Arts, entertainment, and recreation, and accommodation and food services",3669,427,46585,1067,0.07875925727165396
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee","Other services, except public administration",2000,302,46585,1067,0.04293227433723301
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",Public administration,2019,278,46585,1067,0.04334013094343673
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Agriculture, forestry, fishing and hunting, and mining",1398,271,61028,932,0.022907517860654127
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Construction,4176,436,61028,932,0.06842760700006555
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Manufacturing,14824,722,61028,932,0.2429048961132595
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Wholesale trade,960,312,61028,932,0.01573048436783116
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Retail trade,7124,629,61028,932,0.1167333027462804
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Transportation and warehousing, and utilities",2822,369,61028,932,0.046241069672937014
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Information,522,141,61028,932,0.008553450875008193
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Finance and insurance, and real estate, and rental and leasing",2729,411,61028,932,0.04471717899980337
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Professional, scientific, and management, and administrative, and waste management services",4203,439,61028,932,0.0688700268729108
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Educational services, and health care and social assistance",11756,690,61028,932,0.19263288982106574
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Arts, entertainment, and recreation, and accommodation and food services",4915,491,61028,932,0.08053680277905224
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee","Other services, except public administration",3015,387,61028,932,0.049403552467719734
4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",Public administration,2584,351,61028,932,0.04234122042341221
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Agriculture, forestry, fishing and hunting, and mining",349,152,68331,1060,0.0051074914753186694
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Construction,4933,608,68331,1060,0.07219270901933236
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Manufacturing,6591,642,68331,1060,0.09645695218861132
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Wholesale trade,2779,412,68331,1060,0.04066968140375525
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Retail trade,8161,747,68331,1060,0.11943334650451479
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Transportation and warehousing, and utilities",4899,563,68331,1060,0.07169513105325548
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Information,1180,274,68331,1060,0.017268882352080316
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Finance and insurance, and real estate, and rental and leasing",5124,595,68331,1060,0.0749879264169996
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Professional, scientific, and management, and administrative, and waste management services",7092,652,68331,1060,0.10378890986521491
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Educational services, and health care and social assistance",13942,893,68331,1060,0.20403623538364724
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Arts, entertainment, and recreation, and accommodation and food services",6680,698,68331,1060,0.09775943568804789
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee","Other services, except public administration",3637,481,68331,1060,0.05322620772416619
4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",Public administration,2964,403,68331,1060,0.043377090925055976
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Agriculture, forestry, fishing and hunting, and mining",1122,284,81334,1259,0.013794968893697593
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Construction,6467,617,81334,1259,0.07951164334718568
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Manufacturing,15898,922,81334,1259,0.19546561093761528
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Wholesale trade,1462,302,81334,1259,0.01797526249784838
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Retail trade,10113,824,81334,1259,0.12433914476110852
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Transportation and warehousing, and utilities",4398,542,81334,1259,0.05407332726780928
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Information,786,216,81334,1259,0.009663855214301522
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Finance and insurance, and real estate, and rental and leasing",4745,528,81334,1259,0.05833968574028082
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Professional, scientific, and management, and administrative, and waste management services",7097,758,81334,1259,0.08725748149605331
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Educational services, and health care and social assistance",16239,910,81334,1259,0.19965819952295474
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Arts, entertainment, and recreation, and accommodation and food services",5872,609,81334,1259,0.0721961295399218
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee","Other services, except public administration",3837,495,81334,1259,0.04717584282096048
4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",Public administration,3298,439,81334,1259,0.04054884796026262
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Agriculture, forestry, fishing and hunting, and mining",4097,453,65964,1100,0.06210963555878964
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",Construction,4178,390,65964,1100,0.06333757807288824
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",Manufacturing,5688,533,65964,1100,0.08622885210114609
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",Wholesale trade,1234,273,65964,1100,0.018707173609847794
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",Retail trade,9399,657,65964,1100,0.14248681098781155
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Transportation and warehousing, and utilities",3248,388,65964,1100,0.04923897883694136
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",Information,1076,292,65964,1100,0.016311927718149294
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Finance and insurance, and real estate, and rental and leasing",2863,476,65964,1100,0.043402461948941845
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Professional, scientific, and management, and administrative, and waste management services",5441,584,65964,1100,0.08248438542235159
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Educational services, and health care and social assistance",17057,645,65964,1100,0.2585804378145655
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Arts, entertainment, and recreation, and accommodation and food services",4420,423,65964,1100,0.06700624583105937
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia","Other services, except public administration",2757,376,65964,1100,0.0417955248317264
5151010,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",Public administration,4506,433,65964,1100,0.06830998726578133
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Agriculture, forestry, fishing and hunting, and mining",1946,288,80848,1259,0.024069859489412232
5151020,"Mount Rogers Planning District Commission PUMA, Virginia",Construction,4857,563,80848,1259,0.06007569760538294
5151020,"Mount Rogers Planning District Commission PUMA, Virginia",Manufacturing,13234,907,80848,1259,0.1636898871957253
5151020,"Mount Rogers Planning District Commission PUMA, Virginia",Wholesale trade,1975,331,80848,1259,0.024428557292697408
5151020,"Mount Rogers Planning District Commission PUMA, Virginia",Retail trade,10887,710,80848,1259,0.13466010290916286
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Transportation and warehousing, and utilities",3618,521,80848,1259,0.04475064318226796
5151020,"Mount Rogers Planning District Commission PUMA, Virginia",Information,881,200,80848,1259,0.010896991886008312
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Finance and insurance, and real estate, and rental and leasing",2349,337,80848,1259,0.029054522066099348
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Professional, scientific, and management, and administrative, and waste management services",5656,557,80848,1259,0.06995844053037799
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Educational services, and health care and social assistance",20255,1028,80848,1259,0.25053186226004354
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Arts, entertainment, and recreation, and accommodation and food services",6315,603,80848,1259,0.07810953888778943
5151020,"Mount Rogers Planning District Commission PUMA, Virginia","Other services, except public administration",4396,411,80848,1259,0.05437363942212547
5151020,"Mount Rogers Planning District Commission PUMA, Virginia",Public administration,4479,498,80848,1259,0.055400257272907184
5151040,"New River Valley Planning District Commission PUMA, Virginia","Agriculture, forestry, fishing and hunting, and mining",1099,256,84455,1549,0.013012847078325736
5151040,"New River Valley Planning District Commission PUMA, Virginia",Construction,4719,522,84455,1549,0.0558759102480611
5151040,"New River Valley Planning District Commission PUMA, Virginia",Manufacturing,11199,807,84455,1549,0.1326031614469244
5151040,"New River Valley Planning District Commission PUMA, Virginia",Wholesale trade,1119,244,84455,1549,0.013249659582025931
5151040,"New River Valley Planning District Commission PUMA, Virginia",Retail trade,8821,710,84455,1549,0.10444615475697117
5151040,"New River Valley Planning District Commission PUMA, Virginia","Transportation and warehousing, and utilities",2805,451,84455,1549,0.0332129536439524
5151040,"New River Valley Planning District Commission PUMA, Virginia",Information,1151,283,84455,1549,0.013628559587946244
5151040,"New River Valley Planning District Commission PUMA, Virginia","Finance and insurance, and real estate, and rental and leasing",2675,410,84455,1549,0.03167367236990113
5151040,"New River Valley Planning District Commission PUMA, Virginia","Professional, scientific, and management, and administrative, and waste management services",7059,578,84455,1549,0.08358297318098395
5151040,"New River Valley Planning District Commission PUMA, Virginia","Educational services, and health care and social assistance",27804,1023,84455,1549,0.32921674264401163
5151040,"New River Valley Planning District Commission PUMA, Virginia","Arts, entertainment, and recreation, and accommodation and food services",9321,790,84455,1549,0.11036646734947606
5151040,"New River Valley Planning District Commission PUMA, Virginia","Other services, except public administration",3614,496,84455,1549,0.0427920194186253
5151040,"New River Valley Planning District Commission PUMA, Virginia",Public administration,3069,400,84455,1549,0.03633887869279498
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Agriculture, forestry, fishing and hunting, and mining",240,110,63880,1316,0.003757044458359424
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Construction,3460,453,63880,1316,0.05416405760801503
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Manufacturing,6518,668,63880,1316,0.10203506574827802
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Wholesale trade,1846,376,63880,1316,0.028897933625547902
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Retail trade,7723,553,63880,1316,0.1208985597996243
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Transportation and warehousing, and utilities",3792,621,63880,1316,0.0593613024420789
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Information,968,242,63880,1316,0.015153412648716343
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Finance and insurance, and real estate, and rental and leasing",4848,546,63880,1316,0.07589229805886036
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Professional, scientific, and management, and administrative, and waste management services",5355,570,63880,1316,0.08382905447714464
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Educational services, and health care and social assistance",16181,856,63880,1316,0.25330306825297433
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Arts, entertainment, and recreation, and accommodation and food services",7285,681,63880,1316,0.11404195366311835
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia","Other services, except public administration",2975,385,63880,1316,0.04657169693174702
5151044,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",Public administration,2689,394,63880,1316,0.04209455228553538
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Agriculture, forestry, fishing and hunting, and mining",1386,274,93591,1333,0.01480911626117896
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Construction,5846,526,93591,1333,0.062463271041018904
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Manufacturing,11138,686,93591,1333,0.11900716949279311
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Wholesale trade,2821,456,93591,1333,0.030141787137652126
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Retail trade,10605,664,93591,1333,0.11331217745296022
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Transportation and warehousing, and utilities",5867,517,93591,1333,0.0626876515904307
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Information,1367,278,93591,1333,0.014606105287901615
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Finance and insurance, and real estate, and rental and leasing",6738,576,93591,1333,0.07199410199698689
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Professional, scientific, and management, and administrative, and waste management services",8603,709,93591,1333,0.0919212317423684
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Educational services, and health care and social assistance",23336,1077,93591,1333,0.24934021433684864
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Arts, entertainment, and recreation, and accommodation and food services",7021,705,93591,1333,0.0750178970200126
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia","Other services, except public administration",4611,467,93591,1333,0.04926755777799147
5151045,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",Public administration,4252,526,93591,1333,0.045431718861856374
5151080,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia","Agriculture, forestry, fishing and hunting, and mining",1462,273,75698,1542,0.019313588205765012
5151080,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",Construction,5141,556,75698,1542,0.06791460804776876
5151080,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",Manufacturing,9483,716,75698,1542,0.1252741155644799
5151080,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",Wholesale trade,1878,333,75698,1542,0.02480910988401279
